"v_products_model"~"v_products_name_3"~"v_products_weight"~"EOREOR"
"10130"~"LA PIRAMIDE PROHIBIDA"~"0.50"~"EOREOR"
"11096"~"KAMASUTRA LOVE TUBES"~"0.10"~"EOREOR"
"11350"~"PACTO DE AMOR, PASION Y AVENTURA"~"0.10"~"EOREOR"
"15108"~"EXTASE SENSUEL PINTURA CORPORAL DE CHOCOLATE EFECTO ATRACCION"~"0.10"~"EOREOR"
"15109"~"EXTASE SENSUEL MAN RETARD GEL RETARDANTE"~"0.10"~"EOREOR"
"15110"~"EXTASE SENSUEL ACEITE DE MASAJE EFECTO FRESH FRESA"~"0.10"~"EOREOR"
"15111"~"EXTASE SENSUEL ACEITE DE MASAJE EFECTO EXTRA FRESH HIELO"~"0.10"~"EOREOR"
"15112"~"EXTASE SENSUEL ACEITE DE MASAJE EFECTO EXTRA FRESH FRESA"~"0.10"~"EOREOR"
"15133"~"FETISH FANTASY BARRA DE BAILE DISCO"~"0.10"~"EOREOR"
"15147"~"CORAZON MOMENTOS ROMANTICOS"~"0.10"~"EOREOR"
"15148"~"CORAZON POSTURAS ARDIENTES"~"0.10"~"EOREOR"
"15154"~"FETISH FANTASY SWING STAND SOPORTE PARA COLUMPIOS"~"0.10"~"EOREOR"
"15155"~"FETISH FANTASY FANTASY GLIDE MAQUINA DEL AMOR"~"0.10"~"EOREOR"
"15156"~"PHEROFEM PERFUME DE FEROMONAS FEMENINO"~"0.10"~"EOREOR"
"15157"~"PRESERVATIVO PRIME NUDA ULTRA FINO 12 UDS"~"0.10"~"EOREOR"
"15158"~"PRESERVATIVO PRIME VARIETY 12 UDS"~"0.10"~"EOREOR"
"15159"~"PRESERVATIVO PRIME ORIGINAL 12 UDS"~"0.10"~"EOREOR"
"15490"~"LIMPIADOR DE JUGUETES FLESHLIGHT WASH 100 ML"~"0.20"~"EOREOR"
"15499"~"FLESHLIGHT GIRLS BOCA DYLAN RYDER"~"0.20"~"EOREOR"
"15500"~"FLESHLIGHT GIRLS BOCA ANNA LOVATO"~"0.20"~"EOREOR"
"15501"~"FETISH FANTASY EXTREME MORDAZA SPIDER"~"0.20"~"EOREOR"
"15502"~"DUREX PERFOMA 3 UDS"~"0.20"~"EOREOR"
"15505"~"FLESHLIGHT DON LIMPY GRANDE FLESHTONE"~"0.20"~"EOREOR"
"15507"~"FLESHLIGHT DON LIMPY EXTRA PEQUEÑO FLESHTONE"~"0.20"~"EOREOR"
"15508"~"CARTAS KAMASUTRA"~"0.20"~"EOREOR"
"15509"~"INTENSITY BY JOPEN VIBRADOR RAMPANTE"~"0.20"~"EOREOR"
"15510"~"SEDUCTION EGG HUEVO VIBRADOR INHALAMBRICO"~"0.20"~"EOREOR"
"15512"~"ESTIMULADOR ANAL THE NEXUS REVO LILA"~"0.20"~"EOREOR"
"15514"~"ESTIMULADOR MISTER MOUSE ROSA"~"0.20"~"EOREOR"
"15516"~"VIBRADOR RAMPANTE O-ZONE DUO ROSA"~"0.20"~"EOREOR"
"15517"~"VIBRADOR PUNTO G O-ZONE ROSA"~"0.20"~"EOREOR"
"15518"~"VIBRADOR RAMPANTE O-ZONE TRIO NEGRO"~"0.20"~"EOREOR"
"15520"~"VIBRADOR TOUCH VIBE BLANCO"~"0.20"~"EOREOR"
"15527"~"LR14/C ALCALINA PLUS CAMELION"~"0.20"~"EOREOR"
"15528"~"LR23 ALCALINA PLUS CAMELION"~"0.20"~"EOREOR"
"15529"~"CAMELION LR44 1,5V PACK 10 PILAS"~"0.20"~"EOREOR"
"15530"~"NMC CR1220 3V PILA"~"0.21"~"EOREOR"
"15542"~"PALETA BAD BOY EN ROJO Y NEGRO"~"0.20"~"EOREOR"
"15552"~"ROCKS OFF MASAJEADOR LUV YOUR BODY"~"0.50"~"EOREOR"
"15557"~"EVOLVED LOVE TAPS AZOTADOR THE HEARTBREAKER ROJO"~"0.10"~"EOREOR"
